"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","n_obs_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,0,8414240,0.0283501590374775,0.0303013628098767,NA,NA,14462,198,0,0,0,0,0,0,0.0283501590374775,0.0303013628098767,NA,NA,47026208,0.0540979065257826,0.0473672366392782,NA,NA,25269,340,0.0401017852589116,0.0447087387933673,147531,0,0,0,0.0421484750059751,0.0450974979488553,NA,NA
"2","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,0,8414240,0.0283501590374775,0.0303013628098767,NA,NA,14462,198,0,0,0,0,0,0,0.0283501590374775,0.0303013628098767,NA,NA,47026208,0.0540979065257826,0.0473672366392782,NA,NA,25269,340,0.0401017852589116,0.0447087387933673,147531,0,0,0,0.0421484750059751,0.0450974979488553,NA,NA
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,0,8414240,0.0283501590374775,0.0303013628098767,NA,NA,14462,198,0,0,0,0,0,0,0.0283501590374775,0.0303013628098767,NA,NA,47026208,0.0540979065257826,0.0473672366392782,NA,NA,25269,340,0.0401017852589116,0.0447087387933673,147531,0,0,0,0.0421484750059751,0.0450974979488553,NA,NA
"4","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,0,8414240,0.0283501590374775,0.0303013628098767,NA,NA,14462,198,0,0,0,0,0,0,0.0283501590374775,0.0303013628098767,NA,NA,47026208,0.0540979065257826,0.0473672366392782,NA,NA,25269,340,0.0401017852589116,0.0447087387933673,147531,0,0,0,0.0421484750059751,0.0450974979488553,NA,NA
"5","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,0,8414240,0.0283501590374775,0.0303013628098767,NA,NA,14462,198,0,0,0,0,0,0,0.0283501590374775,0.0303013628098767,NA,NA,47026208,0.0540979065257826,0.0473672366392782,NA,NA,25269,340,0.0401017852589116,0.0447087387933673,147531,0,0,0,0.0421484750059751,0.0450974979488553,NA,NA
"6","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,0,8414240,0.0283501590374775,0.0303013628098767,NA,NA,14462,198,0,0,0,0,0,0,0.0283501590374775,0.0303013628098767,NA,NA,47026208,0.0540979065257826,0.0473672366392782,NA,NA,25269,340,0.0401017852589116,0.0447087387933673,147531,0,0,0,0.0421484750059751,0.0450974979488553,NA,NA
"7","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,0,8414240,0.0283501590374775,0.0303013628098767,NA,NA,14462,198,0,0,0,0,0,0,0.0283501590374775,0.0303013628098767,NA,NA,47026208,0.0540979065257826,0.0473672366392782,NA,NA,25269,340,0.0401017852589116,0.0447087387933673,147531,0,0,0,0.0421484750059751,0.0450974979488553,NA,NA
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,0,0,8414240,0.0283501590374775,0.0303013628098767,NA,NA,14462,198,0,0,0,0,0,0,0.0283501590374775,0.0303013628098767,NA,NA,47026208,0.0540979065257826,0.0473672366392782,NA,NA,25269,340,0.0401017852589116,0.0447087387933673,147531,0,0,0,0.0421484750059751,0.0450974979488553,NA,NA
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,0,1319291,0.0316865417376491,0.0374141056283913,NA,NA,2935,42,0,0,0,0,0,0,0.0316865417376491,0.0374141056283913,NA,NA,47026208,0.0540979065257826,0.0473672366392782,NA,NA,25269,340,0.0401017852589116,0.0447087387933673,147531,0,0,0,0.0421484750059751,0.0450974979488553,NA,NA
"10","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,0,1319291,0.0316865417376491,0.0374141056283913,NA,NA,2935,42,0,0,0,0,0,0,0.0316865417376491,0.0374141056283913,NA,NA,47026208,0.0540979065257826,0.0473672366392782,NA,NA,25269,340,0.0401017852589116,0.0447087387933673,147531,0,0,0,0.0421484750059751,0.0450974979488553,NA,NA
