"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","n_obs_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"16","US","USIN",6732219,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"17","US","USKS",2913314,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"18","US","USKY",4467673,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"19","US","USLA",4648794,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"20","US","USMA",6949503,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"21","US","USMD",6045680,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"22","US","USME",1344212,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"23","US","USMI",9986857,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"24","US","USMN",5639632,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"25","US","USMO",6137428,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"26","US","USMS",2976149,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"27","US","USMT",1068778,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"28","US","USNC",10488084,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"29","US","USND",762062,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"30","US","USNE",1934408,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"31","US","USNH",1359711,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"32","US","USNJ",8882190,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"33","US","USNM",2096829,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"34","US","USNV",3080156,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"35","US","USNY",19453561,0.12,0.1,NA,NA,50,2,0.12,0.1,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"36","US","USOH",11689100,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"37","US","USOK",3956971,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"38","US","USOR",4217737,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"39","US","USPA",12801989,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"40","US","USRI",1059361,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"41","US","USSC",5148714,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"42","US","USSD",884659,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"43","US","USTN",6833174,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"44","US","USTX",28995881,0,0,NA,NA,30,1,0,0,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"45","US","USUT",3205958,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"46","US","USVA",8535519,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"47","US","USVT",623989,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"48","US","USWA",7614893,0,0,NA,NA,4,1,0,0,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"49","US","USWI",5822434,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"50","US","USWV",1792147,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
"51","US","USWY",578759,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,0,0,NA,NA,2,2,0.0185610371338367,0.0154675309448639,588,0,0,0,0.0184981183638915,0.0154150986365762,NA,NA
