"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_low","p_cases_high","p_cases_active","p_cases_active_undetected","population"
"1","2019/12/31",0,0,0,0,NA,NA,NA,0,0,10724599
"2","2020/01/01",0,0,0,0,NA,NA,NA,0,0,10724599
"3","2020/01/02",0,0,0,0,NA,NA,NA,0,0,10724599
"4","2020/01/03",0,0,0,0,NA,NA,NA,0,0,10724599
"5","2020/01/04",0,0,0,0,NA,NA,NA,0,0,10724599
"6","2020/01/05",0,0,0,0,NA,NA,NA,0,0,10724599
"7","2020/01/06",0,0,0,0,NA,NA,NA,0,0,10724599
"8","2020/01/07",0,0,0,0,NA,NA,NA,0,0,10724599
"9","2020/01/08",0,0,0,0,NA,NA,NA,0,0,10724599
"10","2020/01/09",0,0,0,0,NA,NA,NA,0,0,10724599
"11","2020/01/10",0,0,0,0,NA,NA,NA,0,0,10724599
"12","2020/01/11",0,0,0,0,NA,NA,NA,0,0,10724599
"13","2020/01/12",0,0,0,0,NA,NA,NA,0,0,10724599
"14","2020/01/13",0,0,0,0,NA,NA,NA,0,0,10724599
"15","2020/01/14",0,0,0,0,NA,NA,NA,0,0,10724599
"16","2020/01/15",0,0,0,0,NA,NA,NA,0,0,10724599
"17","2020/01/16",0,0,0,0,NA,NA,NA,0,0,10724599
"18","2020/01/17",0,0,0,0,NA,NA,NA,0,0,10724599
"19","2020/01/18",0,0,0,0,NA,NA,NA,0,0,10724599
"20","2020/01/19",0,0,0,0,NA,NA,NA,0,0,10724599
"21","2020/01/20",0,0,0,0,NA,NA,NA,0,0,10724599
"22","2020/01/21",0,0,0,0,NA,NA,NA,0,0,10724599
"23","2020/01/22",0,0,0,0,NA,NA,NA,0,0,10724599
"24","2020/01/23",0,0,0,0,NA,NA,NA,0,0,10724599
"25","2020/01/24",0,0,0,0,NA,NA,NA,0,0,10724599
"26","2020/01/25",0,0,0,0,NA,NA,NA,0,0,10724599
"27","2020/01/26",0,0,0,0,NA,NA,NA,0,0,10724599
"28","2020/01/27",0,0,0,0,NA,NA,NA,0,0,10724599
"29","2020/01/28",0,0,0,0,NA,NA,NA,0,0,10724599
"30","2020/01/29",0,0,0,0,NA,NA,NA,0,0,10724599
"31","2020/01/30",0,0,0,0,NA,NA,NA,0,0,10724599
"32","2020/01/31",0,0,0,0,NA,NA,NA,0,0,10724599
"33","2020/02/01",0,0,0,0,NA,NA,NA,0,0,10724599
"34","2020/02/02",0,0,0,0,NA,NA,NA,0,0,10724599
"35","2020/02/03",0,0,0,0,NA,NA,NA,0,0,10724599
"36","2020/02/04",0,0,0,0,NA,NA,NA,0,0,10724599
"37","2020/02/05",0,0,0,0,NA,NA,NA,0,0,10724599
"38","2020/02/06",0,0,0,0,NA,NA,NA,0,0,10724599
"39","2020/02/07",0,0,0,0,NA,NA,NA,0,0,10724599
"40","2020/02/08",0,0,0,0,NA,NA,NA,0,0,10724599
"41","2020/02/09",0,0,0,0,NA,NA,NA,0,0,10724599
"42","2020/02/10",0,0,0,0,NA,NA,NA,0,0,10724599
"43","2020/02/11",0,0,0,0,NA,NA,NA,0,0,10724599
"44","2020/02/12",0,0,0,0,NA,NA,NA,0,0,10724599
"45","2020/02/13",0,0,0,0,NA,NA,NA,0,0,10724599
"46","2020/02/14",0,0,0,0,NA,NA,NA,0,0,10724599
"47","2020/02/15",0,0,0,0,NA,NA,NA,0,0,10724599
"48","2020/02/16",0,0,0,0,NA,NA,NA,0,0,10724599
"49","2020/02/17",0,0,0,0,NA,NA,NA,0,0,10724599
"50","2020/02/18",0,0,0,0,NA,NA,NA,0,0,10724599
"51","2020/02/19",0,0,0,0,NA,NA,NA,0,0,10724599
"52","2020/02/20",0,0,0,0,NA,NA,NA,0,0,10724599
"53","2020/02/21",0,0,0,0,NA,NA,NA,0,0,10724599
"54","2020/02/22",0,0,0,0,NA,NA,NA,0,0,10724599
"55","2020/02/23",0,0,0,0,NA,NA,NA,0,0,10724599
"56","2020/02/24",0,0,0,0,NA,NA,NA,0,0,10724599
"57","2020/02/25",0,0,0,0,NA,NA,NA,0,0,10724599
"58","2020/02/26",0,0,0,0,NA,NA,NA,0,0,10724599
"59","2020/02/27",1,0,1,0,NA,NA,NA,9.32435795501538e-08,0,10724599
"60","2020/02/28",2,0,3,0,0,NA,NA,2.79730738650461e-07,0,10724599
"61","2020/02/29",1,0,4,0,0,NA,NA,3.72974318200615e-07,0,10724599
"62","2020/03/01",3,0,7,0,0,NA,NA,6.52705056851077e-07,0,10724599
"63","2020/03/02",0,0,7,0,0,0,NA,6.52705056851077e-07,0,10724599
"64","2020/03/05",3,0,10,0,0,0,NA,9.32435795501538e-07,0,10724599
"65","2020/03/06",22,0,32,0,0,0,NA,2.98379454560492e-06,0,10724599
"66","2020/03/07",13,0,45,0,0,0,NA,4.19596107975692e-06,0,10724599
"67","2020/03/08",21,0,66,0,0,0,NA,6.15407625031015e-06,0,10724599
"68","2020/03/09",7,0,73,0,0,0,NA,6.80678130716123e-06,0,10724599
"69","2020/03/10",11,0,84,0,0,0,NA,7.83246068221292e-06,0,10724599
