"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"3","BR","BRAM",3938336,0.1,0.1,0,0,100,0.1,0.1,0,0,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"5","BR","BRBA",15203934,0,0,0,0,4,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"6","BR","BRCE",8904459,0,0,0,0,10,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"7","BR","BRDF",2914830,0,0,0,0,40,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"10","BR","BRGO",6610681,0,0,0,0,15,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"11","BR","BRMA",6904241,0.133333333333333,0.133333333333333,0,0,30,0.133333333333333,0.133333333333333,0,0,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"12","BR","BRMG",20869101,0,0,0,0,30,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"13","BR","BRMS",2651235,0,0,0,0,20,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"15","BR","BRPA",8175113,0.15,0.15,0.01,0.01,100,0.15,0.15,0.01,0.01,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"16","BR","BRPB",3972202,0.05,0.05,0.025,0.025,200,0.05,0.05,0.025,0.025,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
"17","BR","BRPE",9345173,0,0,0,0,80,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0270004828198528,0.0270004828198528,1023,0.00175942787195386,0.00175942787195386,986,0.0379532448127421,0.0379532448127421,0.0015974179389931,0.0015974179389931
