"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_daily","p_cases_active","population"
"1","2019/12/31",0,0,0,0,0,0,0,96462108
"2","2020/01/01",0,0,0,0,0,0,0,96462108
"3","2020/01/02",0,0,0,0,0,0,0,96462108
"4","2020/01/03",0,0,0,0,0,0,0,96462108
"5","2020/01/04",0,0,0,0,0,0,0,96462108
"6","2020/01/05",0,0,0,0,0,0,0,96462108
"7","2020/01/06",0,0,0,0,0,0,0,96462108
"8","2020/01/07",0,0,0,0,0,0,0,96462108
"9","2020/01/08",0,0,0,0,0,0,0,96462108
"10","2020/01/09",0,0,0,0,0,0,0,96462108
"11","2020/01/10",0,0,0,0,0,0,0,96462108
"12","2020/01/11",0,0,0,0,0,0,0,96462108
"13","2020/01/12",0,0,0,0,0,0,0,96462108
"14","2020/01/13",0,0,0,0,0,0,0,96462108
"15","2020/01/14",0,0,0,0,0,0,0,96462108
"16","2020/01/15",0,0,0,0,0,0,0,96462108
"17","2020/01/16",0,0,0,0,0,0,0,96462108
"18","2020/01/17",0,0,0,0,0,0,0,96462108
"19","2020/01/18",0,0,0,0,0,0,0,96462108
"20","2020/01/19",0,0,0,0,0,0,0,96462108
"21","2020/01/20",0,0,0,0,0,0,0,96462108
"22","2020/01/21",0,0,0,0,0,0,0,96462108
"23","2020/01/22",0,0,0,0,0,0,0,96462108
"24","2020/01/23",0,0,0,0,0,0,0,96462108
"25","2020/01/24",2,0,2,0,2.07335298954902e-08,2.07335298954902e-08,2.07335298954902e-08,96462108
"26","2020/01/25",0,0,2,0,2.07335298954902e-08,0,2.07335298954902e-08,96462108
"27","2020/01/26",0,0,2,0,2.07335298954902e-08,0,2.07335298954902e-08,96462108
"28","2020/01/27",0,0,2,0,2.07335298954902e-08,0,2.07335298954902e-08,96462108
"29","2020/01/28",0,0,2,0,2.07335298954902e-08,0,2.07335298954902e-08,96462108
"30","2020/01/29",0,0,2,0,2.07335298954902e-08,0,2.07335298954902e-08,96462108
"31","2020/01/30",0,0,2,0,2.07335298954902e-08,0,2.07335298954902e-08,96462108
"32","2020/01/31",3,0,5,0,5.18338247387254e-08,3.11002948432352e-08,5.18338247387254e-08,96462108
"33","2020/02/01",0,0,5,0,5.18338247387254e-08,0,5.18338247387254e-08,96462108
"34","2020/02/02",2,0,7,0,7.25673546342155e-08,2.07335298954902e-08,7.25673546342155e-08,96462108
"35","2020/02/03",1,0,8,0,8.29341195819606e-08,1.03667649477451e-08,8.29341195819606e-08,96462108
"36","2020/02/04",1,0,9,0,9.33008845297057e-08,1.03667649477451e-08,9.33008845297057e-08,96462108
"37","2020/02/05",1,0,10,0,1.03667649477451e-07,1.03667649477451e-08,8.29341195819606e-08,96462108
"38","2020/02/06",0,0,10,0,1.03667649477451e-07,0,8.29341195819606e-08,96462108
"39","2020/02/07",2,0,12,0,1.24401179372941e-07,2.07335298954902e-08,1.03667649477451e-07,96462108
"40","2020/02/08",1,0,13,0,1.34767944320686e-07,1.03667649477451e-08,1.14034414425196e-07,96462108
"41","2020/02/09",1,0,14,0,1.45134709268431e-07,1.03667649477451e-08,1.24401179372941e-07,96462108
"42","2020/02/10",0,0,14,0,1.45134709268431e-07,0,1.24401179372941e-07,96462108
"43","2020/02/11",1,0,15,0,1.55501474216176e-07,1.03667649477451e-08,1.34767944320686e-07,96462108
"44","2020/02/12",0,0,15,0,1.55501474216176e-07,0,1.03667649477451e-07,96462108
"45","2020/02/13",1,0,16,0,1.65868239163921e-07,1.03667649477451e-08,1.14034414425196e-07,96462108
"46","2020/02/14",0,0,16,0,1.65868239163921e-07,0,9.33008845297057e-08,96462108
"47","2020/02/15",0,0,16,0,1.65868239163921e-07,0,8.29341195819606e-08,96462108
"48","2020/02/16",0,0,16,0,1.65868239163921e-07,0,7.25673546342155e-08,96462108
"49","2020/02/17",0,0,16,0,1.65868239163921e-07,0,6.22005896864705e-08,96462108
"50","2020/02/18",0,0,16,0,1.65868239163921e-07,0,6.22005896864705e-08,96462108
"51","2020/02/19",0,0,16,0,1.65868239163921e-07,0,4.14670597909803e-08,96462108
"52","2020/02/20",0,0,16,0,1.65868239163921e-07,0,3.11002948432352e-08,96462108
"53","2020/02/21",0,0,16,0,1.65868239163921e-07,0,2.07335298954902e-08,96462108
"54","2020/02/22",0,0,16,0,1.65868239163921e-07,0,2.07335298954902e-08,96462108
"55","2020/02/23",0,0,16,0,1.65868239163921e-07,0,1.03667649477451e-08,96462108
"56","2020/02/24",0,0,16,0,1.65868239163921e-07,0,1.03667649477451e-08,96462108
"57","2020/02/25",0,0,16,0,1.65868239163921e-07,0,0,96462108
"58","2020/02/26",0,0,16,0,1.65868239163921e-07,0,0,96462108
"59","2020/02/27",0,0,16,0,1.65868239163921e-07,0,0,96462108
"60","2020/02/28",0,0,16,0,1.65868239163921e-07,0,0,96462108
"61","2020/02/29",0,0,16,0,1.65868239163921e-07,0,0,96462108
"62","2020/03/01",0,0,16,0,1.65868239163921e-07,0,0,96462108
"63","2020/03/02",0,0,16,0,1.65868239163921e-07,0,0,96462108
"64","2020/03/07",1,0,17,0,1.76235004111666e-07,1.03667649477451e-08,1.03667649477451e-08,96462108
"65","2020/03/08",4,0,21,0,2.17702063902647e-07,4.14670597909803e-08,5.18338247387254e-08,96462108
"66","2020/03/09",9,0,30,0,3.11002948432352e-07,9.33008845297057e-08,1.45134709268431e-07,96462108
"67","2020/03/10",4,0,34,0,3.52470008223333e-07,4.14670597909803e-08,1.86601769059411e-07,96462108
"68","2020/03/11",4,0,38,0,3.93937068014313e-07,4.14670597909803e-08,2.28068828850392e-07,96462108
"69","2020/03/12",1,0,39,0,4.04303832962058e-07,1.03667649477451e-08,2.38435593798137e-07,96462108
"70","2020/03/13",5,0,44,0,4.56137657700783e-07,5.18338247387254e-08,2.90269418536862e-07,96462108
"71","2020/03/14",9,0,53,0,5.49438542230489e-07,9.33008845297057e-08,3.83570303066568e-07,96462108
