"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_daily","population"
"1",NA,0,0,0,0,0,0,10230185
"2",NA,0,0,0,0,0,0,10230185
"3",NA,0,0,0,0,0,0,10230185
"4",NA,0,0,0,0,0,0,10230185
"5",NA,0,0,0,0,0,0,10230185
"6",NA,0,0,0,0,0,0,10230185
"7",NA,0,0,0,0,0,0,10230185
"8",NA,0,0,0,0,0,0,10230185
"9",NA,0,0,0,0,0,0,10230185
"10",NA,0,0,0,0,0,0,10230185
"11",NA,0,0,0,0,0,0,10230185
"12",NA,0,0,0,0,0,0,10230185
"13",NA,0,0,0,0,0,0,10230185
"14",NA,0,0,0,0,0,0,10230185
"15",NA,0,0,0,0,0,0,10230185
"16",NA,0,0,0,0,0,0,10230185
"17",NA,0,0,0,0,0,0,10230185
"18",NA,0,0,0,0,0,0,10230185
"19",NA,0,0,0,0,0,0,10230185
"20",NA,0,0,0,0,0,0,10230185
"21",NA,0,0,0,0,0,0,10230185
"22",NA,0,0,0,0,0,0,10230185
"23",NA,0,0,0,0,0,0,10230185
"24",NA,0,0,0,0,0,0,10230185
"25",NA,0,0,0,0,0,0,10230185
"26",NA,0,0,0,0,0,0,10230185
"27",NA,0,0,0,0,0,0,10230185
"28",NA,0,0,0,0,0,0,10230185
"29",NA,0,0,0,0,0,0,10230185
"30",NA,0,0,0,0,0,0,10230185
"31",NA,0,0,0,0,0,0,10230185
"32",NA,0,0,0,0,0,0,10230185
"33",NA,1,0,1,0,9.77499429384708e-08,9.77499429384708e-08,10230185
"34",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"35",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"36",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"37",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"38",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"39",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"40",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"41",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"42",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"43",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"44",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"45",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"46",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"47",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"48",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"49",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"50",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"51",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"52",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"53",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"54",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"55",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"56",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"57",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"58",NA,0,0,1,0,9.77499429384708e-08,0,10230185
"59",NA,1,0,2,0,1.95499885876942e-07,9.77499429384708e-08,10230185
"60",NA,5,0,7,0,6.84249600569296e-07,4.88749714692354e-07,10230185
"61",NA,5,0,12,0,1.17299931526165e-06,4.88749714692354e-07,10230185
"62",NA,1,0,13,0,1.27074925820012e-06,9.77499429384708e-08,10230185
"63",NA,1,0,14,0,1.36849920113859e-06,9.77499429384708e-08,10230185
"64",NA,1,0,15,0,1.46624914407706e-06,9.77499429384708e-08,10230185
"65",NA,9,0,24,0,2.3459986305233e-06,8.79749486446237e-07,10230185
"66",NA,11,0,35,0,3.42124800284648e-06,1.07524937232318e-06,10230185
"67",NA,26,0,61,0,5.96274651924672e-06,2.54149851640024e-06,10230185
"68",NA,76,0,137,0,1.33917421825705e-05,7.42899566332378e-06,10230185
"69",NA,24,0,161,0,1.57377408130938e-05,2.3459986305233e-06,10230185
"70",NA,42,0,203,0,1.98432384165096e-05,4.10549760341577e-06,10230185
"71",NA,45,0,248,0,2.42419858487408e-05,4.39874743223119e-06,10230185
"72",NA,78,0,326,0,3.18664813979415e-05,7.62449554920072e-06,10230185
"73",NA,136,1,462,1,4.51604736375735e-05,1.3293992239632e-05,10230185
"74",NA,158,0,620,1,6.06049646218519e-05,1.54444909842784e-05,10230185
"75",NA,155,0,775,1,7.57562057773149e-05,1.5151241155463e-05,10230185
"76",NA,149,0,924,1,9.0320947275147e-05,1.45647414978322e-05,10230185
"77",NA,108,2,1032,3,0.000100877941112502,1.05569938373548e-05,10230185
"78",NA,89,4,1121,7,0.000109577686034026,8.6997449215239e-06,10230185
"79",NA,46,1,1167,8,0.000114074183409195,4.49649737516966e-06,10230185
"80",NA,134,2,1301,10,0.000127172675762951,1.30984923537551e-05,10230185
"81",NA,122,0,1423,10,0.000139098168801444,1.19254930384934e-05,10230185
"82",NA,200,6,1623,16,0.000158648157389138,1.95499885876942e-05,10230185
"83",NA,123,4,1746,20,0.00017067140037057,1.20232429814319e-05,10230185
"84",NA,160,1,1906,21,0.000186311391240725,1.56399908701553e-05,10230185
"85",NA,110,4,2016,25,0.000197063884963957,1.07524937232318e-05,10230185
"86",NA,256,11,2272,36,0.000222087870356206,2.50239853922485e-05,10230185
"87",NA,238,6,2510,42,0.000245352356775562,2.32644864193561e-05,10230185
"88",NA,296,24,2806,66,0.000274286339885349,2.89339831097874e-05,10230185
"89",NA,240,26,3046,92,0.000297746326190582,2.3459986305233e-05,10230185
"90",NA,401,10,3447,102,0.000336944053308909,3.91977271183268e-05,10230185
"91",NA,253,8,3700,110,0.000361674788872342,2.47307355634331e-05,10230185
"92",NA,328,36,4028,146,0.00039373677015616,3.20619812838184e-05,10230185
"93",NA,407,34,4435,180,0.000433520996932118,3.97842267759576e-05,10230185
"94",NA,512,59,4947,239,0.000483568967716615,5.00479707844971e-05,10230185
"95",NA,519,43,5466,282,0.000534301188101681,5.07322203850664e-05,10230185
"96",NA,612,51,6078,333,0.000594124153180026,5.98229650783441e-05,10230185
"97",NA,365,40,6443,373,0.000629802882352567,3.56787291725418e-05,10230185
"98",NA,387,28,6830,401,0.000667632110269756,3.78292279171882e-05,10230185
"99",NA,376,76,7206,477,0.000704386088814621,3.6753978544865e-05,10230185
"100",NA,487,114,7693,591,0.000751990311025656,4.76042222110353e-05,10230185
"101",NA,726,96,8419,687,0.000822956769598986,7.09664585733298e-05,10230185
"102",NA,722,106,9141,793,0.000893532228400562,7.05754588015759e-05,10230185
"103",NA,544,77,9685,870,0.00094670819735909,5.31759689585281e-05,10230185
"104",NA,466,17,10151,887,0.000992259670768417,4.55514734093274e-05,10230185
"105",NA,332,12,10483,899,0.00102471265182399,3.24529810555723e-05,10230185
"106",NA,465,20,10948,919,0.00107016637529038,4.54537234663889e-05,10230185
"107",NA,497,114,11445,1033,0.0011187480969308,4.858172164042e-05,10230185
"108",NA,482,170,11927,1203,0.00116586356942714,4.71154724963429e-05,10230185
"109",NA,613,130,12540,1333,0.00122578428444842,5.99207150212826e-05,10230185
"110",NA,676,67,13216,1400,0.00129186324587483,6.60789614264063e-05,10230185
"111",NA,606,111,13822,1511,0.00135109971129554,5.92364654207133e-05,10230185
"112",NA,563,29,14385,1540,0.0014061329291699,5.50332178743591e-05,10230185
"113",NA,392,40,14777,1580,0.00144445090680178,3.83179776318806e-05,10230185
"114",NA,545,185,15322,1765,0.00149772462570325,5.32737189014666e-05,10230185
"115",NA,682,172,16004,1937,0.00156439008678729,6.66654610840371e-05,10230185
"116",NA,751,84,16755,2021,0.00163780029393408,7.34102071467916e-05,10230185
"117",NA,812,131,17567,2152,0.00171717324760012,7.93729536660383e-05,10230185
"118",NA,610,40,18177,2192,0.00177680071279258,5.96274651924672e-05,10230185
"119",NA,463,2,18640,2194,0.0018220589363731,4.5258223580512e-05,10230185
"120",NA,286,80,18926,2274,0.0018500154200535,2.79564836804027e-05,10230185
"121",NA,695,81,19621,2355,0.00191795163039574,6.79362103422372e-05,10230185
"122",NA,681,107,20302,2462,0.00198451934153683,6.65677111410986e-05,10230185
"123",NA,790,124,21092,2586,0.00206174179645823,7.72224549213919e-05,10230185
"124",NA,428,67,21520,2653,0.00210357877203589,4.18369755776655e-05,10230185
"125",NA,562,16,22082,2669,0.00215851423996731,5.49354679314206e-05,10230185
