"","date","region","regionname","sample_size","reach","cases_est","cases_low","cases_high","recentcases_est","recentcases_low","recentcases_high","fatalities_est","fatalities_low","fatalities_high","p_cases","p_cases_low","p_cases_high","p_fatalities","p_fatalities_low","p_fatalities_high","p_recentcases","p_recentcases_low","p_recentcases_high","p_stillsick","p_stillsick_low","p_stillsick_high","population"
"1","2020/03/15","ESM","Provincia:Madrid",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6663394
"2","2020/03/16","ESM","Provincia:Madrid",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6663394
"3","2020/03/17","ESM","Provincia:Madrid",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6663394
"4","2020/03/18","ESM","Provincia:Madrid",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6663394
"5","2020/03/19","ESM","Provincia:Madrid",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6663394
"6","2020/03/20","ESM","Provincia:Madrid",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6663394
"7","2020/03/21","ESM","Provincia:Madrid",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6663394
"8","2020/03/22","ESM","Provincia:Madrid",96,8340,333968.668105516,302765.401023507,365171.935187524,NA,NA,NA,NA,NA,NA,0.0501199040767386,0.0454371152333942,0.054802692920083,NA,NA,NA,NA,NA,NA,NA,NA,NA,6663394
"9","2020/03/23","ESM","Provincia:Madrid",105,9150,335718.539234973,305854.585462098,365582.493007848,NA,NA,NA,NA,NA,NA,0.0503825136612022,0.0459007204829998,0.0548643068394046,NA,NA,NA,NA,NA,NA,NA,NA,NA,6663394
"10","2020/03/24","ESM","Provincia:Madrid",165,14650,332487.441228669,308993.82591404,355981.056543298,NA,NA,NA,NA,NA,NA,0.0498976109215017,0.0463718378222929,0.0534233840207105,NA,NA,NA,NA,NA,NA,NA,NA,NA,6663394
