"","countrycode","regioncode","population_region","estprop_regs","meanprop_regs","estprop_regs2","meanprop_regs2","sumreach_regs","meanprop_regs_agg","estprop_regs_agg","meanprop_regs_agg2","estprop_regs_agg2","population_country","estprop_country","meanprop_country","estprop_country2","meanprop_country2","sumreach_country","estprop_country_rhs","meanprop_country_rhs","estprop_country_rhs2","meanprop_country_rhs2","sumreach_country_rhs","meanprop_country_agg","estprop_country_agg","meanprop_country_agg2","estprop_country_agg2"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0336224421109299,0.0329325044239152,0.00354633567480429,0.00399162040567372
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0336224421109299,0.0329325044239152,0.00354633567480429,0.00399162040567372
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0336224421109299,0.0329325044239152,0.00354633567480429,0.00399162040567372
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0336224421109299,0.0329325044239152,0.00354633567480429,0.00399162040567372
"5","BR","BRBA",15203934,NA,NA,NA,NA,20,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0336224421109299,0.0329325044239152,0.00354633567480429,0.00399162040567372
"6","BR","BRCE",8904459,NA,NA,NA,NA,10,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0336224421109299,0.0329325044239152,0.00354633567480429,0.00399162040567372
"7","BR","BRDF",2914830,0.0207852193995381,0.0165079365079365,0.00233100233100233,0.001,433,0.0165079365079365,0.0207852193995381,0.001,0.00233100233100233,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0336224421109299,0.0329325044239152,0.00354633567480429,0.00399162040567372
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0336224421109299,0.0329325044239152,0.00354633567480429,0.00399162040567372
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0336224421109299,0.0329325044239152,0.00354633567480429,0.00399162040567372
"10","BR","BRGO",6610681,0.00847457627118644,0.00333333333333333,0,0,236,0.00333333333333333,0.00847457627118644,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0336224421109299,0.0329325044239152,0.00354633567480429,0.00399162040567372
