"","countrycode","regioncode","population_region","estprop_regs","meanprop_regs","estprop_regs2","meanprop_regs2","sumreach_regs","meanprop_regs_agg","estprop_regs_agg","meanprop_regs_agg2","estprop_regs_agg2","population_country","estprop_country","meanprop_country","estprop_country2","meanprop_country2","sumreach_country","estprop_country_rhs","meanprop_country_rhs","estprop_country_rhs2","meanprop_country_rhs2","sumreach_country_rhs","meanprop_country_agg","estprop_country_agg","meanprop_country_agg2","estprop_country_agg2"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342321056004757,0.0352907688770898,0.0042118324252112,0.00374059614587226,12443,0.0336820541245793,0.0328320007643872,0.00356251342082576,0.0040113150299964
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342321056004757,0.0352907688770898,0.0042118324252112,0.00374059614587226,12443,0.0336820541245793,0.0328320007643872,0.00356251342082576,0.0040113150299964
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342321056004757,0.0352907688770898,0.0042118324252112,0.00374059614587226,12443,0.0336820541245793,0.0328320007643872,0.00356251342082576,0.0040113150299964
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342321056004757,0.0352907688770898,0.0042118324252112,0.00374059614587226,12443,0.0336820541245793,0.0328320007643872,0.00356251342082576,0.0040113150299964
"5","BR","BRBA",15203934,NA,NA,NA,NA,20,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342321056004757,0.0352907688770898,0.0042118324252112,0.00374059614587226,12443,0.0336820541245793,0.0328320007643872,0.00356251342082576,0.0040113150299964
"6","BR","BRCE",8904459,NA,NA,NA,NA,10,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342321056004757,0.0352907688770898,0.0042118324252112,0.00374059614587226,12443,0.0336820541245793,0.0328320007643872,0.00356251342082576,0.0040113150299964
"7","BR","BRDF",2914830,0.0207852193995381,0.0165079365079365,0.00233100233100233,0.001,433,0.0165079365079365,0.0207852193995381,0.001,0.00233100233100233,204453710,0.00482315112540193,0.0015,0,0,622,0.0342321056004757,0.0352907688770898,0.0042118324252112,0.00374059614587226,12443,0.0336820541245793,0.0328320007643872,0.00356251342082576,0.0040113150299964
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342321056004757,0.0352907688770898,0.0042118324252112,0.00374059614587226,12443,0.0336820541245793,0.0328320007643872,0.00356251342082576,0.0040113150299964
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342321056004757,0.0352907688770898,0.0042118324252112,0.00374059614587226,12443,0.0336820541245793,0.0328320007643872,0.00356251342082576,0.0040113150299964
"10","BR","BRGO",6610681,0.00847457627118644,0.00333333333333333,0,0,236,0.00333333333333333,0.00847457627118644,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0342321056004757,0.0352907688770898,0.0042118324252112,0.00374059614587226,12443,0.0336820541245793,0.0328320007643872,0.00356251342082576,0.0040113150299964
