"","countrycode","regioncode","population_region","estprop_regs","meanprop_regs","estprop_regs2","meanprop_regs2","sumreach_regs","meanprop_regs_agg","estprop_regs_agg","meanprop_regs_agg2","estprop_regs_agg2","population_country","estprop_country","meanprop_country","estprop_country2","meanprop_country2","sumreach_country","estprop_country_rhs","meanprop_country_rhs","estprop_country_rhs2","meanprop_country_rhs2","sumreach_country_rhs","meanprop_country_agg","estprop_country_agg","meanprop_country_agg2","estprop_country_agg2"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,NA,NA,622,0.0312983374839333,0.0339878928811969,0.00158671845943796,0.00102751735518589,13429,0.032549741192911,0.0301263521508605,NA,NA
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,NA,NA,622,0.0312983374839333,0.0339878928811969,0.00158671845943796,0.00102751735518589,13429,0.032549741192911,0.0301263521508605,NA,NA
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,NA,NA,622,0.0312983374839333,0.0339878928811969,0.00158671845943796,0.00102751735518589,13429,0.032549741192911,0.0301263521508605,NA,NA
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,NA,NA,622,0.0312983374839333,0.0339878928811969,0.00158671845943796,0.00102751735518589,13429,0.032549741192911,0.0301263521508605,NA,NA
"5","BR","BRBA",15203934,NA,NA,NA,NA,20,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,NA,NA,622,0.0312983374839333,0.0339878928811969,0.00158671845943796,0.00102751735518589,13429,0.032549741192911,0.0301263521508605,NA,NA
"6","BR","BRCE",8904459,NA,NA,NA,NA,10,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,NA,NA,622,0.0312983374839333,0.0339878928811969,0.00158671845943796,0.00102751735518589,13429,0.032549741192911,0.0301263521508605,NA,NA
"7","BR","BRDF",2914830,0.0207852193995381,0.0165079365079365,NA,NA,433,0.0165079365079365,0.0207852193995381,NA,NA,204453710,0.00482315112540193,0.0015,NA,NA,622,0.0312983374839333,0.0339878928811969,0.00158671845943796,0.00102751735518589,13429,0.032549741192911,0.0301263521508605,NA,NA
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,NA,NA,622,0.0312983374839333,0.0339878928811969,0.00158671845943796,0.00102751735518589,13429,0.032549741192911,0.0301263521508605,NA,NA
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,NA,NA,622,0.0312983374839333,0.0339878928811969,0.00158671845943796,0.00102751735518589,13429,0.032549741192911,0.0301263521508605,NA,NA
"10","BR","BRGO",6610681,0.00847457627118644,0.00333333333333333,0,0,236,0.00333333333333333,0.00847457627118644,0,0,204453710,0.00482315112540193,0.0015,NA,NA,622,0.0312983374839333,0.0339878928811969,0.00158671845943796,0.00102751735518589,13429,0.032549741192911,0.0301263521508605,NA,NA
